Kanji,RTK Keyword,RTK 6th Keyword,Kanji English Meaning,KANJIDIC Index,JIS Index,Kanji Frequency,RTK 4th Index,RTK 6th Index,2k1 Index,Opt Group,Opt Index,KKLC Index,Genki Index,Kanji Freq Group,Opt Vocab Sort Index,Opt Kanji Sort Index,Kanji Stroke Count,RTK2 Index,KanKen Group,Top 6 Vocab,Top 6 Vocab Closed,Top 6 English,Top 6 English Closed,Onyomi (* = not common),Kunyomi (* = not common),Onyomi Words Kanji,Onyomi Words Kana,Kunyomi Words Kanji,Kunyomi Words Kana,Primitives English,Primitives Japanese,Yomi,Yomi with Names,Story
具,tool,tool,"tool, utensil, means, possess, ingredients, counter for armor, suits, sets of furniture",645,3671,516,74,78,500,2,509,837,,2,1344,1237,8,1124,8,"具合[ -ぐあい- ],  具体的[ -ぐたいてき- ],  文房具[ -ぶんぼうぐ- ],  筆記用具[ -ひっきようぐ- ],  道具[ -どうぐ- ],  家具[ -かぐ- ]","__合[ -ぐあい- ],  __体的[ -ぐたいてき- ],  文房__[ -ぶんぼうぐ- ],  筆記用__[ -ひっきようぐ- ],  道__[ -どうぐ- ],  家__[ -かぐ- ]","具合[ -condition, health- ],  具体的[ -concrete, specific- ],  文房具[ -stationery, writing materials- ],  筆記用具[ -pens and pencils, writing materials- ],  道具[ -tool- ],  家具[ -furniture- ]","__合[ -condition, health- ],  __体的[ -concrete, specific- ],  文房__[ -stationery, writing materials- ],  筆記用__[ -pens and pencils, writing materials- ],  道__[ -tool- ],  家__[ -furniture- ]",グ,,"[具体的, 具備, 道具]","[ぐたいてき, ぐび, どうぐ]",,,",tool,eye,tool,one,animal legs,eight,",",ichi,iti,hachi,hati,me,",グ    そな.える    つぶさ.に    ,グ    そな.える    つぶさ.に    Name Readings:  とも    ,
工,craft,craft,"craft, construction",855,3929,528,76,80,139,2,510,108,251,2,2586,2586,3,114,9,"工事[ -こうじ- ],  加工[ -かこう- ],  工場[ -こうじょう- ],  工業[ -こうぎょう- ],  工夫[ -くふう- ],  人工[ -じんこう- ]","__事[ -こうじ- ],  加__[ -かこう- ],  __場[ -こうじょう- ],  __業[ -こうぎょう- ],  __夫[ -くふう- ],  人__[ -じんこう- ]","工事[ -construction, repairing- ],  加工[ -processing- ],  工場[ -factory, plant- ],  工業[ -industry (of production)- ],  工夫[ -contrivance, use of one's ingenuity- ],  人工[ -artificial- ]","__事[ -construction, repairing- ],  加__[ -processing- ],  __場[ -factory, plant- ],  __業[ -industry (of production)- ],  __夫[ -contrivance, use of one's ingenuity- ],  人__[ -artificial- ]",コウ、ク,,"[工場, 加工, 人工];  [工面, 細工, 大工]","[こうじょう, かこう, じんこう]; [くめん, さいく, だいく]",,,",craft,artificial,",",takumi,",コウ    ク    グ    ,コウ    ク    グ    Name Readings:  もく    T2たくみ    ,
刀,sword,sword,"sword, saber, knife",2039,4561,686,83,87,1126,2,511,85,,2,1937,1805,2,1831,9,刀[ -かたな-],__[ -かたな-],"刀[ -sword, blade- ]","__[ -sword, blade- ]",トウ,かたな,"[刀剣, 短刀, 名刀]","[とうけん, たんとう, めいとう]",刀,かたな,",sword,dagger,",",katana,",トウ    かたな    そり    ,トウ    かたな    そり    Name Readings:  き    ち    と    わき    ,
昭,shining,shining,"shining, bright",1344,3E3C,876,87,91,1728,2,512,1109,,2,1669,1789,9,678,8,昭和[ -しょうわ-],__和[ -しょうわ-],昭和[ -the Showa era- ],__和[ -the Showa era- ],ショウ,,,,,,",shining,sun,day,seduce,summon,sword,dagger,mouth,",",katana,kuchi,kuti,nichi,jitsu,",ショウ    ,ショウ    Name Readings:  あき    あきら    かず    かずみ    てる    ,"  Well, isn't the SUN at it's most SEDUCTIVE when it is SHINING? Just imagine a beautiful woman, smiling with closed eyes at the sun's seductive shining, hoping she would smile that way toward you."
丁,street,street,"street, ward, town, counter for guns, tools, leaves or cakes of something, even number, 4th calendar sign",1876,437A,962,91,95,246,2,513,437,,2,1854,1850,2,1064,8,"丁寧[ -ていねい- ],  包丁[ -ほうちょう- ]    ","__寧[ -ていねい- ],  包__[ -ほうちょう- ]    ","丁寧[ -polite, careful- ],  包丁[ -kitchen knife- ]    ","__寧[ -polite, careful- ],  包__[ -kitchen knife- ]    ",チョウ、テイ,,"[丁数, 落丁, 二丁目];  [丁字路, 甲乙丙丁]","[ちょうかず, らくちょう, にちょうめ]; [ちょうじろ, こうおつひのえちょう]",,,",street,street,nail,spike,",",",チョウ    テイ    チン    トウ    チ    ひのと    ,チョウ    テイ    チン    トウ    チ    ひのと    ,
頂,place on the head,place on the head,"place on the head, receive, top of head, top, summit, peak",1906,443A,984,94,98,1564,2,514,1913,,2,407,228,11,1460,5,"頂く[ -いただく- ],  頂上[ -ちょうじょう- ],  頂戴[ -ちょうだい- ],  頂き[ -いただき- ],  頂点[ -ちょうてん- ],  有頂天[ -うちょうてん- ]","__く[ -いただく- ],  __上[ -ちょうじょう- ],  __戴[ -ちょうだい- ],  __き[ -いただき- ],  __点[ -ちょうてん- ],  有__天[ -うちょうてん- ]","頂く[ -receive, eat (humble)- ],  頂上[ -summit, top- ],  頂戴[ -getting, receiving- ],  頂き[ -unexpected gain- ],  頂点[ -apex; peak- ],  有頂天[ -ecstasy; exaltation- ]","__く[ -receive, eat (humble)- ],  __上[ -summit, top- ],  __戴[ -getting, receiving- ],  __き[ -unexpected gain- ],  __点[ -apex; peak- ],  有__天[ -ecstasy; exaltation- ]",チョウ,いただ-く、いただき,"[頂上, 頂点, 絶頂]","[ちょうじょう, ちょうてん, ぜっちょう]",頂く; 頂,いただ.く; いただき,",place on the head,street,nail,spike,head,page,one,ceiling,drop,shellfish,clam,oyster,eye,animal legs,eight,",",ichi,iti,tenn,hachi,hati,me,kaihen,kogai,oogai,peeji,",チョウ    いただ.く    いただき    ,チョウ    いただ.く    いただき    ,"  Don't just hit the NAIL on the HEAD, you PLACE ON THE HEAD."
如,likeness,likeness,"likeness, like, such as, as if, better, best, equal",2163,4721,856,100,104,1810,2,515,2197,,2,1204,1136,6,1845,3,"如何[ -いかが- ],  突如[ -とつじょ- ],  欠如[ -けつじょ- ]  ,  ","__何[ -いかが- ],  突__[ -とつじょ- ],  欠__[ -けつじょ- ]  ,  ","如何[ -how; what- ],  突如[ -suddenly; unexpectedly- ],  欠如[ -lack; shortage- ]  ,  ","__何[ -how; what- ],  突__[ -suddenly; unexpectedly- ],  欠__[ -lack; shortage- ]  ,  ",ジョ、ニョ,,"[欠如, 突如, 躍如];  [如実, 如来, 不如意]","[けつじょ, とつじょ, やくじょ]; [にょじつ, にょらい, ふにょい]",,,",likeness,woman,mouth,",",kuchi,kuti,onna,",ジョ    ニョ    ごと.し    ,ジョ    ニョ    ごと.し    Name Readings:  き    ね    ゆき    よし    , Woman's mouth is the likeness of a vagina when you put it in.
夕,evening,evening,evening,2754,4D3C,571,109,114,115,2,516,265,290,2,2861,2861,3,2123,10,"夕方[ -ゆうがた- ],  夕食[ -ゆうしょく- ],  夕刊[ -ゆうかん- ],  夕飯[ -ゆうはん- ],  夕焼け[ -ゆうやけ- ],  夕日[ -ゆうひ- ]","__方[ -ゆうがた- ],  __食[ -ゆうしょく- ],  __刊[ -ゆうかん- ],  __飯[ -ゆうはん- ],  __焼け[ -ゆうやけ- ],  __日[ -ゆうひ- ]","夕方[ -evening- ],  夕食[ -supper, dinner- ],  夕刊[ -evening edition paper- ],  夕飯[ -evening meal, dinner- ],  夕焼け[ -sunset glow- ],  夕日[ -setting sun- ]","__方[ -evening- ],  __食[ -supper, dinner- ],  __刊[ -evening edition paper- ],  __飯[ -evening meal, dinner- ],  __焼け[ -sunset glow- ],  __日[ -setting sun- ]",セキ,ゆう,"[今夕, 一朝一夕]","[こんせき, いっちょういっせき]",夕,ゆう,",evening,",",yuube,",セキ    ゆう    ,セキ    ゆう    Name Readings:  ゆ    ,
砂,sand,sand,sand,969,3A3D,838,117,122,847,2,517,678,,2,1930,1925,9,1049,5,"砂糖[ -さとう- ],  砂[ -すな- ],  砂漠[ -さばく- ],  砂浜[ -すなはま- ]  ","__糖[ -さとう- ],  __[ -すな- ],  __漠[ -さばく- ],  __浜[ -すなはま- ]  ","砂糖[ -sugar- ],  砂[ -sand- ],  砂漠[ -desert- ],  砂浜[ -sand beach- ]  ","__糖[ -sugar- ],  __[ -sand- ],  __漠[ -desert- ],  __浜[ -sand beach- ]  ",サ、シャ,すな,"[砂丘, 砂糖];  [土砂]","[さきゅう, さとう]; [どしゃ]",砂,すな,",sand,stone,rock,few,",",ishi,",サ    シャ    すな    ,サ    シャ    すな    Name Readings:  いさ    ご    ,
厚,thick,thick,"thick, heavy, rich, kind, cordial, brazen, shameless",844,387C,993,125,132,855,2,518,631,,2,139,39,9,1698,6,"厚い[ -あつい- ],  厚さ[ -あつさ- ],  厚着[ -あつぎ- ],  厚生[ -こうせい- ],  濃厚[ -のうこう- ],  厚かましい[ -あつかましい- ]","__い[ -あつい- ],  __さ[ -あつさ- ],  __着[ -あつぎ- ],  __生[ -こうせい- ],  濃__[ -のうこう- ],  __かましい[ -あつかましい- ]","厚い[ -thick, bulky- ],  厚さ[ -thickness- ],  厚着[ -heavy clothing- ],  厚生[ -public welfare- ],  濃厚[ -dense; rich; thick- ],  厚かましい[ -brazen; unabashed- ]","__い[ -thick, bulky- ],  __さ[ -thickness- ],  __着[ -heavy clothing- ],  __生[ -public welfare- ],  濃__[ -dense; rich; thick- ],  __かましい[ -brazen; unabashed- ]",コウ,あつ-い,"[厚情, 厚生, 濃厚]","[こうじょう, こうせい, のうこう]",厚い,あつ.い,",thick,cliff,sun,day,child,",",gandare,kohen,nichi,jitsu,",コウ    あつ.い    あか    ,コウ    あつ.い    あか    Name Readings:  あ    あっ    ," Left on a cliff, under a hot sun, a child can develop a thick skin."
奇,strange,strange,"strange, strangeness, curiousity",457,3471,581,126,133,724,2,519,1329,,2,1087,734,8,218,4,"好奇心[ -こうきしん- ],  奇数[ -きすう- ],  奇跡[ -きせき- ],  奇妙[ -きみょう- ],  怪奇[ -かいき- ],  ","好__心[ -こうきしん- ],  __数[ -きすう- ],  __跡[ -きせき- ],  __妙[ -きみょう- ],  怪__[ -かいき- ],  ","好奇心[ -curiosity- ],  奇数[ -odd number- ],  奇跡[ -miracle- ],  奇妙[ -queer; strange- ],  怪奇[ -mystery; wonder- ],  ","好__心[ -curiosity- ],  __数[ -odd number- ],  __跡[ -miracle- ],  __妙[ -queer; strange- ],  怪__[ -mystery; wonder- ],  ",キ,,"[奇襲, 奇数, 珍奇]","[きしゅう, きすう, ちんき]",,,",strange,large,St. Bernard,can,mouth,street,nail,spike,",",kuchi,kuti,ookii,",キ    く.しき    あや.しい    くし    めずら.しい    ,キ    く.しき    あや.しい    くし    めずら.しい    ,
州,state,state,"state, province",1225,3D23,800,128,135,752,2,520,845,,2,3037,3037,6,257,8,州[ -しゅう-],__[ -しゅう-],"州[ -state, province- ]","__[ -state, province- ]",シュウ,す,"[州議会, 六大州]","[しゅうぎかい, ろくだいしゅう]",州,す,",state,stream,flood,drops,",",kawa,",シュウ    ス    す    ,シュウ    ス    す    Name Readings:  くに    , The states of countries are like drops amoung the streams on the map.
順,obey,obey,"obey, order, turn, right, docility, occasion",1293,3D67,983,129,136,816,2,521,1925,,2,2968,2968,12,1851,7,"順番[ -じゅんばん- ],  順[ -じゅん- ],  順調[ -じゅんちょう- ],  順序[ -じゅんじょ- ],  道順[ -みちじゅん- ],  順位[ -じゅんい- ]","__番[ -じゅんばん- ],  __[ -じゅん- ],  __調[ -じゅんちょう- ],  __序[ -じゅんじょ- ],  道__[ -みちじゅん- ],  __位[ -じゅんい- ]","順番[ -order, turn- ],  順[ -order, sequence- ],  順調[ -favorable condition, smooth progress- ],  順序[ -order- ],  道順[ -route, directions- ],  順位[ -order, rank- ]","__番[ -order, turn- ],  __[ -order, sequence- ],  __調[ -favorable condition, smooth progress- ],  __序[ -order- ],  道__[ -route, directions- ],  __位[ -order, rank- ]",ジュン,,"[順序, 順調, 従順]","[じゅんじょ, じゅんちょう, じゅうじゅん]",,,",obey,stream,flood,head,page,one,ceiling,drop,shellfish,clam,oyster,eye,animal legs,eight,",",ichi,iti,tenn,hachi,hati,kawa,me,kaihen,kogai,oogai,peeji,",ジュン    ,ジュン    Name Readings:  あや    あり    おき    おさむ    しげ    したがう    とし    なお    のぶ    のり    まさ    むね    もと    ゆき    よし    より    , Floating down the stream are chopped off heads of those that would not obey the powers that be.
永,eternity,eternity,"eternity, long, lengthy",136,314A,725,132,139,677,2,522,1691,,2,1076,615,5,194,6,"永遠[ -えいえん- ],  永久[ -えいきゅう- ]    ","__遠[ -えいえん- ],  __久[ -えいきゅう- ]    ","永遠[ -eternity- ],  永久[ -permanence, eternity- ]    ","__遠[ -eternity- ],  __久[ -permanence, eternity- ]    ",エイ,なが-い,"[永続, 永久, 永遠]","[えいぞく, えいきゅう, えいえん]",永い,なが.い,",eternity,drop,water,",",tenn,mizu,sanzui,",エイ    なが.い    ,エイ    なが.い    Name Readings:  え    と    のり    ひさ    ひさし    ,
願,petition,petition,"petition, request, vow, wish, hope",450,346A,527,135,143,525,2,523,214,,2,678,830,19,814,7,"お願い[ -おねがい- ],  願う[ -ねがう- ],  願い[ -ねがい- ],  願書[ -がんしょ- ],  出願[ -しゅつがん- ],  願望[ -がんぼう- ]","お__い[ -おねがい- ],  __う[ -ねがう- ],  __い[ -ねがい- ],  __書[ -がんしょ- ],  出__[ -しゅつがん- ],  __望[ -がんぼう- ]","お願い[ -favor- ],  願う[ -wish, hope- ],  願い[ -wish, hope- ],  願書[ -application form- ],  出願[ -application- ],  願望[ -desire; wish- ]","お__い[ -favor- ],  __う[ -wish, hope- ],  __い[ -wish, hope- ],  __書[ -application form- ],  出__[ -application- ],  __望[ -desire; wish- ]",ガン,ねが-う,"[願望, 祈願, 志願]","[がんぼう, きがん, しがん]",願う,ねが.う,",petition,meadow,cliff,white,dove,small,little,head,page,one,ceiling,drop,shellfish,clam,oyster,eye,animal legs,eight,",",ichi,iti,tenn,hachi,hati,gandare,chiisai,shiro,me,kaihen,kogai,oogai,peeji,",ガン    ねが.う    -ねがい    ,ガン    ねが.う    -ねがい    Name Readings:  ら    , The petition to save the meadow needed many pages signed.
源,source,source,"source, origin",779,383B,748,142,153,524,2,524,209,,2,1599,1794,13,813,5,"資源[ -しげん- ],  起源[ -きげん- ],  源[ -みなもと- ],  電源[ -でんげん- ],  語源[ -ごげん- ],  ","資__[ -しげん- ],  起__[ -きげん- ],  __[ -みなもと- ],  電__[ -でんげん- ],  語__[ -ごげん- ],  ","資源[ -resources- ],  起源[ -origin- ],  源[ -fountainhead; source- ],  電源[ -power source- ],  語源[ -etymology- ],  ","資__[ -resources- ],  起__[ -origin- ],  __[ -fountainhead; source- ],  電__[ -power source- ],  語__[ -etymology- ],  ",ゲン,みなもと,"[源泉, 水源, 資源]","[げんせん, すいげん, しげん]",源,みなもと,",source,water,water droplets,water pistol,meadow,cliff,sun,day,small,little,",",gandare,chiisai,nichi,jitsu,mizu,sanzui,",ゲン    みなもと    ,ゲン    みなもと    Name Readings:  はら    みな    もと    ,
況,but of course,but of course,"condition, situation",587,3637,923,145,156,554,2,525,1201,,2,3029,3029,8,1278,4,"状況[ -じょうきょう- ],  不況[ -ふきょう- ],  実況[ -じっきょう- ]  ,  ","状__[ -じょうきょう- ],  不__[ -ふきょう- ],  実__[ -じっきょう- ]  ,  ","状況[ -state of affairs, conditions- ],  不況[ -depression, recession- ],  実況[ -actual conditions- ]  ,  ","状__[ -state of affairs, conditions- ],  不__[ -depression, recession- ],  実__[ -actual conditions- ]  ,  ",キョウ,,"[状況, 実況, 概況]","[じょうきょう, じっきょう, がいきょう]",,,",but of course,water,water droplets,water pistol,elder brother,teenager,mouth,human legs,",",hitoashi,hitoasi,kuchi,kuti,mizu,sanzui,",キョウ    まし.て    いわ.んや    おもむき    ,キョウ    まし.て    いわ.んや    おもむき    ,
河,river,river,river,235,324F,599,146,157,680,2,526,818,,2,2718,2718,8,109,6,"河口[ -かこう- ],  銀河[ -ぎんが- ],  河川[ -かせん- ],  運河[ -うんが- ]  ","__口[ -かこう- ],  銀__[ -ぎんが- ],  __川[ -かせん- ],  運__[ -うんが- ]  ","河口[ -river mouth, estuary- ],  銀河[ -galaxy; Milky Way- ],  河川[ -rivers- ],  運河[ -canal- ]  ","__口[ -river mouth, estuary- ],  銀__[ -galaxy; Milky Way- ],  __川[ -rivers- ],  運__[ -canal- ]  ",カ,かわ,"[河川, 河口, 運河]","[かせん, かこう, うんが]",河,かわ,",river,water,water droplets,water pistol,can,street,nail,spike,mouth,",",kuchi,kuti,mizu,sanzui,",カ    かわ    ,カ    かわ    Name Readings:  かっ    こ    こう    , The water that can make it all the way to the sea is a full fledged river.
泊,overnight,overnight,"overnight, put up at, ride at anchor, 3-day stay",2243,4771,989,147,158,419,2,527,1183,,2,830,1088,8,90,4,"泊まる[ -とまる- ],  泊める[ -とめる- ],  宿泊[ -しゅくはく- ]  ,  ","__まる[ -とまる- ],  __める[ -とめる- ],  宿__[ -しゅくはく- ]  ,  ","泊まる[ -stay overnight- ],  泊める[ -let (someone) stay over- ],  宿泊[ -lodging- ]  ,  ","__まる[ -stay overnight- ],  __める[ -let (someone) stay over- ],  宿__[ -lodging- ]  ,  ",ハク,と-まる、と-める,"[宿泊, 停泊, 外泊]","[しゅくはく, ていはく, がいはく]",泊まる; 泊める,と.まる; と.める,",overnight,water,water droplets,water pistol,white,dove,",",mizu,sanzui,shiro,",ハク    と.まる    と.める    ,ハク    と.まる    と.める    Name Readings:  とまり    はつ    , The water looks white on a cloudless overnight.
吐,spit,spit,"spit, vomit, belch, confess, tell (lies)",2013,4547,773,151,162,1229,2,528,1766,,2,2320,2320,6,1893,4,吐く[ -はく-],__く[ -はく-],"吐く[ -holler, vomit- ]","__く[ -holler, vomit- ]",ト,は-く,"[吐露, 吐血, 音吐朗々]","[とろ, とけつ, おととあきら]",吐く,は.く,",spit,mouth,soil,dirt,ground,",",kuchi,kuti,tsuchi,tuti,",ト    は.く    つ.く    ,ト    は.く    つ.く    ,
圧,pressure,pressure,"pressure, push, overwhelm, oppress, dominate",21,3035,932,152,163,856,2,529,186,,2,1146,1368,5,538,6,"圧力[ -あつりょく- ],  気圧[ -きあつ- ],  低気圧[ -ていきあつ- ],  高気圧[ -こうきあつ- ],  圧縮[ -あっしゅく- ],  圧倒[ -あっとう- ]","__力[ -あつりょく- ],  気__[ -きあつ- ],  低気__[ -ていきあつ- ],  高気__[ -こうきあつ- ],  __縮[ -あっしゅく- ],  __倒[ -あっとう- ]","圧力[ -pressure- ],  気圧[ -atmospheric pressure- ],  低気圧[ -low pressure, atmospheric depression- ],  高気圧[ -high atmospheric pressure- ],  圧縮[ -compression- ],  圧倒[ -overpower; overwhelm- ]","__力[ -pressure- ],  気__[ -atmospheric pressure- ],  低気__[ -low pressure, atmospheric depression- ],  高気__[ -high atmospheric pressure- ],  __縮[ -compression- ],  __倒[ -overpower; overwhelm- ]",アツ,,"[圧力, 圧迫, 気圧]","[あつりょく, あっぱく, きあつ]",,,",pressure,cliff,soil,dirt,ground,",",gandare,tsuchi,tuti,",アツ    エン    オウ    お.す    へ.す    おさ.える    お.さえる    ,アツ    エン    オウ    お.す    へ.す    おさ.える    お.さえる    , A cliff is made of loose soil will collapse from pressure.
寺,Buddhist temple,Buddhist temple,Buddhist temple,1125,3B7B,523,158,170,18,2,530,382,184,2,2391,2391,6,1433,9,"寺[ -てら- ],  寺院[ -じいん- ]    ","__[ -てら- ],  __院[ -じいん- ]    ","寺[ -temple- ],  寺院[ -temple- ]    ","__[ -temple- ],  __院[ -temple- ]    ",ジ,てら,"[寺院, 社寺, 末寺]","[じいん, しゃじ, まつてら]",寺,てら,",buddhist temple,soil,dirt,ground,glue,",",tsuchi,tuti,sunn,",ジ    てら    ,ジ    てら    ,
灯,lamp,lamp,"lamp, a light, light, counter for lights",2058,4574,883,165,177,1258,2,531,440,,2,770,911,6,1134,7,"電灯[ -でんとう- ],  灯油[ -とうゆ- ],  蛍光灯[ -けいこうとう- ],  灯[ -ひ- ],  灯す[ -ともす- ],  灯台[ -とうだい- ]","電__[ -でんとう- ],  __油[ -とうゆ- ],  蛍光__[ -けいこうとう- ],  __[ -ひ- ],  __す[ -ともす- ],  __台[ -とうだい- ]","電灯[ -electric light- ],  灯油[ -kerosene, lamp oil- ],  蛍光灯[ -fluorescent light- ],  灯[ -lantern; light- ],  灯す[ -burn; light- ],  灯台[ -lighthouse- ]","電__[ -electric light- ],  __油[ -kerosene, lamp oil- ],  蛍光__[ -fluorescent light- ],  __[ -lantern; light- ],  __す[ -burn; light- ],  __台[ -lighthouse- ]",トウ,ひ,"[灯火, 電灯, 点灯]","[とうか, でんとう, てんとう]",灯,ひ,",lamp,fire,street,nail,spike,",",hi,renga,rekka,",トウ    ひ    ほ-    ともしび    とも.す    あかり    ,トウ    ひ    ほ-    ともしび    とも.す    あかり    , The original LAMP was just a FIRE hung on a NAIL.
